property_id,property_name,city,state,site_review_count,site_review_rating
2.01E+17,Hotel Durga,Ooty,Tamil Nadu,,
2.01E+17,Ambaddy Estate,Munnar,kerala,,
2.01E+17,Future Cottage,Ooty,tamil nadu,,
2.02E+17,Treebo Golden Castle,Mysore,Mysore,,
2.02E+17,Hotel Priya Palace,Mathura,UP,,
2.02E+17,Misty Hill,Munnar,Kerala,,
2.02E+17,The Grand Atithi hotel,Mount Abu,Rajasthan,,
2.01E+17,Hotel Sunshine Inn,Ooty,Tamil Nadu,,
2.02E+17,Wen Homestay,Coorg,karnataka,,
2.01E+17,"Fiesta Hotel, 2 kms from Kathgodam Railway Station",Nainital,Uttrakhand,,
2.01E+17,MGM Hill Worth Resorts,Coonoor,Tamil Nadu,,
2.01E+16,Hotel Mayura Kauvery Bhagamandala - KSTDC,Coorg,Karnataka,,
2.01E+17,Hotel Vicky Guest House,Hampi,Karnataka,,
2.01E+17,Hotel Armadale,Nainital,Uttaranchal,,
2.02E+17,Golden Tulip Haridwar,Haridwar,UTTARAKHAND,,
2.02E+17,Hakmans Hotel,Mussoorie,Uttrakhand,,
2.01E+17,Hotel Sagar Shree,Cuttack,Odisha,,
2.02E+17,Unique Inn,Dooars,West Bengal,,
2.02E+17,Rushi Cottage,Alibagh,,,
2.01E+17,Hotel Regency,Ajmer,Rajasthan,,
2.02E+17,Vistaram Sankarmatam Road,Vishakhapatnam,Andhra Pradesh,,
2.02E+17,Hotel Bhakti Dhama,Mathura,Uttar Pradesh,,
2.01E+17,Lilly Gardens Holiday Home,Munnar,kerala,,
2.01E+17,Rose cottage,Ooty,Tamil Nadu,,
2.02E+17,Vedanta Wake Up - Gokulam,Mysore,Mysore,,
2.01E+17,Cool Spot,Ooty,tamil nadu,,
2.02E+17,Sky Valley Resort,Munnar,Kerala,,
2.02E+17,Hotel Parash New,Mount Abu,rajasthan,,
2.01E+16,SR cottage,Ooty,tamil nadu,,
2.02E+17,Coorg Blossoms Homestay,Coorg,Karnataka,,
2.01E+16,"Club Mahindra Virajpet, Coorg",Coorg,Karnataka,,
2.01E+17,Hotel Sri Balaji,Ooty,tamil nadu,,
2.01E+15,Rocky Guest House,Hampi,Karnataka,,
2.02E+17,StepInn Ganga Vihar Colony,Haridwar,Uttarakhand,,
2.01E+17,Shabinaya Homestay,Ooty,Tamil Nadu,,
2.01E+17,Hotel Sagar,Cuttack,Odisha,,
2.01E+17,"Lake View Retreat, Bhimtal",Nainital,Uttaranchal,,
2.01E+17,Sapphire Grand,Ooty,TamilNadu,,
2.02E+17,Value Hotel and Spa,Mussoorie,Uttrakhand,,
2.01E+17,Havelock Leisure Boutique Villa,Ooty,tamil nadu,,
2.01E+17,Rainbow Hospitality MOUNT PLEASANT ROAD,Ooty,tamil nadu,,
2.02E+17,Resort Floret,Dooars,West Bengal,,
2.01E+17,The Ambassador,Ajmer,Rajasthan,,
2.02E+17,Awas Beach Cottage,Alibagh,,,
2.01E+17,Hotel Pushpak Regency,Aurangabad,Maharashtra,,
2.02E+17,The Port Hotel,Vishakhapatnam,AP,,
2.01E+17,Rainbow Hospitality GOLF COURSE,Ooty,Tamil Nadu,,
2.01E+17,Sreepathi Indraprastha,Guruvayoor,kerala,,
2.01E+17,Hotel Raghav - Ghaziabad,NewDelhiAndNCR,,,
2.01E+17,Fortune Park Lake City Thane,Mumbai,,,
2.02E+17,Hotel Kumar Palace,NewDelhiAndNCR,,,
2.01E+17,King Regency,Bangalore,,,
2.02E+17,Hotel Sai Guest House,NewDelhiAndNCR,,,
2.01E+17,Sun-N-Sand,Mumbai,,,
2.01E+17,The Callistain Golf Course Road II,NewDelhiAndNCR,,,
2.01E+17,Great 2 BHK service Apt Vile Parle,Mumbai,,,
2.02E+17,Hotel Maurya Heritage Karol Bagh,NewDelhiAndNCR,,,
2.01E+17,Residency Sarovar Portico,Mumbai,,,
2.01E+17,Puri Guest House Noida,NewDelhiAndNCR,,,
2.02E+17,First Choice Vasant Enclave,NewDelhiAndNCR,,,
2.02E+17,Dayal Regency Manesar,NewDelhiAndNCR,,,
2.01E+17,Royal Residence Sector 43,NewDelhiAndNCR,,,
2.01E+17,Hotel Akash Faridabad,NewDelhiAndNCR,,,
2.02E+17,M K Residency Hotel,NewDelhiAndNCR,,,
2.01E+17,Hotel Subhash,Mumbai,,,
2.02E+17,Hotel Suites,NewDelhiAndNCR,,,
2.01E+16,Buddha Apartment,NewDelhiAndNCR,,,
2.01E+17,Swathi UNA Xpress,NewDelhiAndNCR,,,
2.02E+16,Exe Apartments Mahipalpur,NewDelhiAndNCR,,,
2.01E+17,Hotel Citizen,Mumbai,,,
2.01E+17,Hotel Accord,Mumbai,,,
2.01E+17,Fonsecas Beach Resort,Mumbai,,,
2.02E+17,Corporate Shelters Saket,NewDelhiAndNCR,,,
2.01E+17,Hotel Blue Orchid,Mumbai,,,
2.01E+17,Hotel Suba International,Mumbai,,,
2.02E+17,wanton House Vashi,Mumbai,,,
2.02E+17,Al karim,Mumbai,,,
2.02E+17,Sony Guest House,NewDelhiAndNCR,,,
2.01E+17,Hotel Yogi Midtown,Mumbai,,,
2.01E+17,Fairstay Service Apartment Malad,Mumbai,,,
2.01E+17,Compact Maple Leaf Goregaon,Mumbai,,,
2.01E+17,Greenwoods Shakti sadan,Mumbai,,,
2.02E+17,Hotel Shelter inn,Mumbai,,,
2.02E+17,Hotel H Carlton,NewDelhiAndNCR,,,
2.01E+17,Hotel Chetan International,Bangalore,,,
2.02E+17,Nirvana Residency,NewDelhiAndNCR,,,
2.01E+17,Lake Bloom Residency,Mumbai,,,
2.01E+17,Hotel Vishesh (Kirti Nagar),NewDelhiAndNCR,,,
2.01E+17,Hotel kamal Palace DX,NewDelhiAndNCR,,,
2.02E+17,First Choice East Of Kailash,NewDelhiAndNCR,,,
2.01E+17,The Royal Daffodils,NewDelhiAndNCR,,,
2.01E+17,Trident Nariman Point,Mumbai,,,
2.01E+17,Pali Beach Resort,Mumbai,,,
2.01E+17,Hotel Ascot Inn,Mumbai,,,
2.02E+17,VILLAGE RESORT,NewDelhiAndNCR,,,
2.01E+17,Ashirwad Hotel and Banquets,NewDelhiAndNCR,,,
2.01E+17,Sea Palace Hotel,Mumbai,,,
2.01E+17,Hotel Abbott,Mumbai,,,
2.02E+17,Adi Ashray Hotel,Mumbai,,,
2.01E+17,Quality Inn Shravanthi - Bengaluru,Bangalore,,,
2.02E+17,hotel camco international,NewDelhiAndNCR,,,
2.01E+16,Hotel Galaxy Residency,Mumbai,,,
2.01E+17,Hamilton Hotel,NewDelhiAndNCR,,,
2.01E+17,Great service apartment Bandra,Mumbai,,,
2.01E+16,Hotel Sunray,Bangalore,,,
2.01E+15,Srinidhi Residency,Bangalore,,,
2.01E+17,Sheetal Hotel,NewDelhiAndNCR,,,
2.01E+17,Mahal Khas Palace,Bharatpur,,,
2.01E+17,Hotel Ananda,Bokaro,,,
2.01E+16,Hotel City Plaza 17,Chandigarh,,,
2.02E+17,HOTEL MOURYA,Chandigarh,,,
2.01E+17,Hotel Ceasar Palace,Cochin,,,
2.02E+17,Jungle Valley Home stay,Chail,,,
2.01E+14,Hotel Royal Palace,Chandigarh,,,
2.01E+17,Hotel Chetak,Chittorgarh,,,
2.01E+17,Hotel Green Haven,Coorg,,,
2.01E+17,Hotel City Plaza 7,Chandigarh,,,
2.02E+17,Hotel Chandna Residency,Bundi,,,
2.01E+16,Hotel Mayura Velapuri Belur - KSTDC,Belur,,,
2.01E+17,Privilege Homestay,Cochin,,,
2.02E+17,Rainbow residency THEVARA WATER FRONT COCHIN SERVICED APARTMENTS,Cochin,,,
2.02E+16,Hotel Triveni Lodge,Belgaum,,,
2.01E+17,Hotel Paras,Chandigarh,,,
2.02E+17,Mango Tree Inn,Cochin,,,
2.01E+17,Hotel Grover Regency,Bilaspur,,,
2.02E+16,Hotel New Star,Chittorgarh,,,
2.01E+17,Hotel Royal Castle Inn,Coimbatore,,,
2.01E+17,Deja Vu,Coimbatore,,,
2.01E+17,Kutch Safari Lodge,Bhuj,,,
2.02E+17,Coorg Cliff Resorts Pollibetta,Coorg,,,
2.01E+17,Heritage Inn,Coimbatore,,,
2.01E+17,Spice Mangrove,Cochin,,,
2.01E+17,Regenta Central Harimangla,Bharuch,,,
2.01E+17,Haveli Braj Bhushanjee,Bundi,,,
2.01E+17,SHRI VAIBHAV DURGA LODGE,Bhopal,,,
2.01E+17,Hotel Golden Paradise,Chandigarh,,,
2.01E+17,KPT Tourist Home,Chamrajnagar,,,
2.01E+17,Hotel Heeralal Bikaner - Opp Railway Station,Bikaner,,,
2.02E+17,Gloria Homestay,Cochin,,,
2.02E+17,Hotel Aman Palace,Chandigarh,,,
2.01E+17,Chambal Safari Lodge,Chambal,,,
2.01E+17,The Nest Home Stay,Cochin,,,
2.01E+17,Town's Pride,Chandigarh,,,
2.01E+17,Castle and Cook Hotel,Cochin,,,
2.01E+17,Hotel City Park Plaza,Chandigarh,,,
2.01E+17,Hotel Airport Mansion,Cochin,,,
2.01E+17,Nand Tourist,Bharatpur,,,
2.01E+17,Hotel President,Bharuch,,,
2.02E+17,Signature Crest Lake View Villa,Cochin,,,
2.01E+17,Hotel Sunshine,BerhampurWestBengal,,,
2.02E+17,Hotel Kirti Plaza,Chittorgarh,,,
2.01E+17,Hotel Vineet,Bhagalpur,,,
2.02E+17,Hotel Bumchik,Bhopal,,,
2.02E+17,Gokulam Park Coimbatore,Coimbatore,,,
2.01E+17,JD Residency,Chandigarh,,,
2.01E+17,Sangat Plaza,Bhopal,,,
2.01E+17,Hotel Saugaat Regency,Chandigarh,,,
2.01E+16,Pawanputra Hotel,Bhiwadi,,,
2.01E+17,Divya Jyot Residency,Bhuj,,,
2.01E+16,Hotel Shalimar Metro,Cochin,,,
2.01E+17,Safeway Apartments,Cochin,,,
2.02E+17,HOTEL RAJDOOT,Bokaro,,,
2.01E+17,Hotel Abhinav Palace,Bhopal,,,
2.01E+17,Sri venkateshwara hotel,Bhadrachalam,,,
2.01E+16,Hotel Centre Point,Cochin,,,
2.01E+17,Hotel Gud Stay,Bhopal,,,
2.02E+17,Banalata Resort,Bishnupur,,,
2.01E+16,President Hotel,Chittorgarh,,,
2.01E+17,Hotel Sun Palace,Bhopal,,,
2.01E+17,Hotel Arch Manor Deluxe,Bhopal,,,
2.02E+17,Hotel Tara Residency,Bhubaneshwar,,,
2.01E+17,Sreemangala towers,Cochin,,,
2.02E+17,HOTEL RAJHANS INTERNATIONAL,Bhagalpur,,,
2.02E+17,Parinay Guest House,Bundi,,,
2.02E+17,Pratapgarh Haveli,Bundi,,,
2.01E+16,AMANVANA SPA RESORT- COORG,Coorg,,,
2.01E+17,Gokulam Park,Cochin,,,
2.01E+17,Diamond Inn,Chandigarh,,,
2.02E+17,HOTEL MEADOWS,Bhimtal,,,
2.02E+17,Adhunik Hotel,Behror,,,
2.01E+17,The PGS Vedanta,Cochin,,,
2.01E+17,Bean Stalk Bagmane,Chikmagalur,,,
2.02E+17,Raj Haveli Heritage,Bikaner,,,
2.01E+16,Shalimar Deluxe,Bhopal,,,
2.01E+17,Sheshagiri Homestay,Chikmagalur,,,
2.01E+17,Thaniillam,Cochin,,,
2.01E+17,Beach Hotel,Calicut,,,
2.01E+17,Fortune Park Orange,Bhiwadi,,,
2.02E+17,Coffee Grove Resort,Chikmagalur,,,
2.01E+17,Gama Heritage Residency,Cochin,,,
2.02E+17,Hotel A One zirakpur,Chandigarh,,,
2.02E+17,Hotel Hanuman,Belgaum,,,
2.02E+17,Blueberry Stays Bungalow,Bhopal,,,
2.01E+17,Hotel Central Point,Bilaspur,,,
2.01E+17,Mayfair Convention,Bhubaneshwar,,,
2.02E+17,Hotel Supreme,Chandigarh,,,
2.02E+17,S C Residency,Chandigarh,,,
2.01E+17,Asset Summit Suites,Cochin,,,
2.02E+17,Atithi Comforts,Coorg,,,
3.27E+15,Set in the center of Fort Cochin,Cochin,,,
3.27E+15,Rooftop chill-out area with hammocks,Cochin,,,
2.01E+17,Hinterland Village,Cochin,,,
2.01E+17,Rossitta Wood Castle,Cochin,,,
2.02E+17,HOTEL NARESH,Bokaro,,,
2.01E+17,The Lalit Resort and Spa Bekal,Bekal,,,
2.01E+17,Harasar Haveli,Bikaner,,,
2.02E+17,Divine Bliss Beach Resort,Varkala,Kerala,,
2.01E+17,Hotel Lavish Inn,New Delhi And NCR,New Delhi,,
2.01E+17,Spice Village,Thekkady,Kerala,,
2.02E+17,Hotel Kalpana Elite,Mumbai,MAHARASHTRA,,
2.02E+17,Soni House,Jaipur,Rajasthan,,
2.02E+16,Hotel Nest,Shankarpur,,,
2.02E+17,Ranches Jungle Beats Resorts,Wayanad,kerala,,
2.01E+17,Young Bombay Group of Houseboat,Srinagar,Jammu and Kashmir,,
2.01E+16,Eden Residency,New Delhi And NCR,New Delhi And NCR,,
2.01E+17,Rudra Holidays,Goa,Goa,,
2.01E+17,O Land Plantation,Coonoor,TamilNadu,,
2.01E+17,The Golden Suites Calangute,Goa,Goa,,
2.02E+17,Hotel Hebron,New Delhi And NCR,delhi,,
2.02E+16,Hotel Time Square,Mumbai,Maharashtra,,
2.01E+17,Alcove Service Apartment Mylapore Villa,Chennai,Tamil Nadu,,
2.01E+17,Hotel Ivory Tower - MG Road,Bangalore,Karnataka,,
2.01E+17,Royal Chennai Residency,Chennai,tamil nadu,,
2.01E+16,"Transit Living, Jayanagar",Bangalore,Karnataka,,
2.01E+17,Aashwas Holiday Home,Wayanad,Kerela,,
2.02E+17,De Apple,Srinagar,jammu and Kashmir,,
2.01E+17,Hotel Grand City Heart,Srinagar,Jammu and Kashmir,,
2.01E+17,The Iris Inn By Bhagini,Bangalore,Karnataka,,
2.02E+17,Khandaka Mahal,Jaipur,Rajasthan,,
2.02E+17,Aura Hotel Malad,Mumbai,Maharashtra,,
2.01E+16,Omkar Delux Beach Resort,Sindhudurg,Maharashtra,,
2.01E+16,Mint Flower Residency,Wayanad,kerala,,
2.02E+17,Green Ark Resorts,Thekkady,Kerala,,
2.01E+17,Toshali Royal View Shimla,Shimla,Himachal Pradesh,,
2.02E+17,Stylotel By Jagadish,Bangalore,Karnataka,,
2.02E+17,Wildernest Farmstay,Ooty,TN,,
2.02E+17,Alpine Resorts,Ooty,,,
2.01E+17,Sea Breeze Village,Goa,Goa,,
2.01E+17,Silver Ganges Paying Guest House,Varanasi,Uttar pradesh,,
2.01E+17,Hotel Mandawa Haveli,Jaipur,Rajasthan,,
2.02E+17,Monsoon Holiday Home,Jaipur,Rajasthan,,
2.01E+17,Noble House,Jaipur,Rajasthan,,
2.01E+17,Kings Cross Residency,Chennai,Tamilnadu,,
2.01E+17,Jai Niwas Guest House,Jaipur,Rajasthan,,
2.02E+17,Magnolia Village Home Stay,Sombariea,,,
2.01E+17,Blue Diamond,Shimla,himachal pradesh,,
2.01E+17,Wild View Home Stay,Thekkady,Kerala,,
2.01E+17,Tabernacle Resorts,Thekkady,Kerala,,
2.02E+17,Hotel Gitanjali Inn,Siliguri,,,
2.01E+17,Palve Sugavasam,Ooty,Tamil Nadu,,
2.02E+17,Backpacker Panda,Jaipur,Rajasthan,,
2.01E+17,Chomu Palace - Luxury Heritage Palace,Jaipur,Rajasthan,,
2.01E+17,Hotel Chandralok,Lonavala And Khandala,Maharastra,,
2.01E+17,The Byke Grassfield Resort,Jaipur,Rajasthan,,
2.01E+17,Lotus Palace,New Delhi And NCR,New Delhi,,
2.01E+17,RVS International,New Delhi And NCR,Haryana,,
2.01E+17,Assi Guest House,Varanasi,UP,,
2.01E+17,SK Hotel,Jaipur,Rajasthan,,
2.01E+17,Royal Lodge - Doddaballapur,Bangalore,Karnataka,,
2.01E+17,Sowbagya Mansion,Chennai,TamilNadu,,
2.01E+17,Hotel Oyster Inn Electronic City Phase 1,Bangalore,,,
2.01E+17,Rainbow Hospitality - Geese Haven Holiday Home and Farm,Bangalore,Karnataka,,
2.01E+17,Hotel Chit Chat Palace,Jaipur,Rajasthan,,
201502021415275312&i=,LEO RESORTS,Junagarh,,,
20140916062745422&i=,Hotel Horizon International,Guruvayoor,,,
200701241020099501&i=,Park Plaza,Madurai,,,
201505131246276072&i=,Hotel Sindhu Towers,Chittoor,,,
201306011228037887&i=,Akasa BR Hills,Bandipur,,,
200803031511211890&i=,PLR Grand By Tommaso Hotels,Tirupati,,,
201501211656464353&i=,Hotel Acacia,Dimapur,,,
201410211708252215&i=,Hotel Hilltown,Leh,,,
201509021514269979&i=,D Courtyard,Guwahati,,,
201403151419465557&i=,Hotel Harsha Residency,Tirupati,,,
200706061602262278&i=,Hotel Moti Mahal,Dehradun,,,
201111211128256916&i=,Hotel Prag Continental,Guwahati,,,
20080802125928557&i=,Ginger Hotel - Goa,WeekendGetawaysAroundPune,,,
201411052341468192&i=,Celebrations Home Stay,Shimla,,,
201601101123408777&i=,Vishal The Greenwoods,SasanGir,,,
201601161556227546&i=,Hotel Theja Fort,Dimapur,,,
201512041214495101&i=,Serene Tourist Home,Pathanamthitta,,,
201411271755461012&i=,HOtel Garg,Firozabad,,,
200706011609497035&i=,Hotel Tulyan,Pahalgam,,,
201412111256453128&i=,Hotel Mallikarjun International,Balaghat,,,
201111211741011000&i=,Hotel Prashant,Shimla,,,
201505141110407368&i=,Pahadi House,Kanatal,,,
201409102152419542&i=,The Grand Radiant,Lucknow,,,
201207251849018557&i=,Hotel Kohinoor Plaza,WeekendGetawaysAroundPune,,,
201503311755435148&i=,Silk Route Cottages,Leh,,,
201412161210484509&i=,Uley Eco Resort,Leh,,,
201412311533297401&i=,Hotel Lalaji's Executive,WeekendGetawaysAroundPune,,,
201503241822239232&i=,Sun International Hotel,Gulbarga,,,
201603291122143805&i=,Hotel Vaibhav Inn,Lucknow,,,
201409112118281833&i=,The SPK Hotel,Madurai,,,
201512181446326281&i=,hotel tree,Chintpurni,,,
201203201734474907&i=,Vasundhara Sarovar Premiere,Kumarakom,,,
20141207232555844&i=,Hotel Ghar,Shimla,,,
201409041104544476&i=,Sandeep Residency,Tirupati,,,
20130121144538526&i=,Hotel Rains Inn Eco Friendly,Guwahati,,,
201601181852106672&i=,Hotel Utsav,Dehradun,,,
201411201210219525&i=,Royal Resorts,Kalpa,,,
201503131257318652&i=,Hotel Aditya Talala,SasanGir,,,
201503301411434592&i=,Spic Guest House,Tirupati,,,
201411131347487111&i=,Hill Knight,Dehradun,,,
201412151604558995&i=,Hotel Level One,Shahdol,,,
201511131713209913&i=,Syening Serviced Apartments Patia,Bhubaneshwar,,,
20140912150232568&i=,Hotel Milan Palace,Dehradun,,,
200706221541188191&i=,Raja Hotel,KovalamandPoovar,,,
201310081539004164&i=,Hotel Raj Park,Tirupati,,,
201212120941545374&i=,Hotel Brundavan Residency,Tirupati,,,
200808131526383382&i=,The Serai - Bandipur,Bandipur,,,
200702231706506012&i=,Hotel Saurab,Dehradun,,,
201411111609435886&i=,Hotel Aroma,Guwahati,,,
201411042351562254&i=,Hotel City Heart,Kurukshetra,,,
200709171533449424&i=,Hotel Saish,WeekendGetawaysAroundPune,,,
201412072248529852&i=,Hotel Mannat,Shimla,,,
201503041636212483&i=,Hotel Layul Ladakh,Leh,,,
201501291056534173&i=,Kuber Guest House,Dehradun,,,
201411061335372957&i=,Cherry Resort,WestSikkim,,,
201510241522038545&i=,HOTEL KUBER PALACE AND RESORT,Raigad,,,
201201111328296755&i=,Kismat Residency,Guhagar,,,
201008161232439803&i=,Country Spa Wellness Beach Resort- Kovalam,KovalamandPoovar,,,
200706081941114810&i=,Hotel Dynasty,Guwahati,,,
200703200947515070&i=,Saraswati Retreat,Bhubaneshwar,,,
201412151502412716&i=,Hotel City Star,Shahdol,,,
201104121801563220&i=,Aachman Regency,Shimla,,,
20111117153143313&i=,Hotel Siroy Lily,Guwahati,,,
201601181152243227&i=,Mangalam Inn,Lucknow,,,
200709071704526607&i=,Hotel Tsomori,Leh,,,
201502241821024487&i=,"Golden Tree,Goradias",WeekendGetawaysAroundPune,,,
201412012333063538&i=,Ojas Regency Kufri,Shimla,,,
200707061543331414&i=,Thapovan Heritage Home,KovalamandPoovar,,,
201108301252103451&i=,Hotel Sunder Palace,Dehradun,,,
200701111450408358&i=,Asia The Dawn,Shimla,,,
201412261418562620&i=,SRI GURU SREENU RESIDENCY,Tirupati,,,
201512291320576720&i=,Hotel Welcome Inn,Shahdol,,,
200707122146557328&i=,Chariot Beach Resort,Mahabalipuram,,,
200702232021005223&i=,Hotel Relax,Dehradun,,,
201508241626263356&i=,Vishal Resort,SasanGir,,,
201112181252238040&i=,Sukh Sagar Gir Resort,SasanGir,,,
200701171322057732&i=,Kumarakom Lake Resort,Kumarakom,,,
201601281728158685&i=,Riverland Symphony,Kumarakom,,,
201409231914308452&i=,HOTEL GRAND MAJESTY,Guwahati,,,
20130713151612418&i=,Hotel Rajat,Shimla,,,
201411271424581979&i=,Asha Home Stay Shoghi,Shimla,,,
201412081400438447&i=,MALAKKARETHU HOUSE,Pathanamthitta,,,
201505191159182008&i=,Stay Simple La Vista,Kanatal,,,
201601281732247558&i=,Riverland Sarangi,Kumarakom,,,
201509091758083003&i=,Hotel Central Park,Gulbarga,,,
201508251332304515&i=,Golden Tulip Haridwar,Haridwar,,,
201303171259036573&i=,Patra Guest House,Bhubaneshwar,,,
201406161635562628&i=,Hotel Madhuban,Haridwar,,,
201302251026301902&i=,Hotel Mahalaxmi Indo Myanmar,Guwahati,,,
200706181500371742&i=,Vivanta by Taj Green Cove Kovalam,KovalamandPoovar,,,
201512281929002054&i=,The royal palace,Roorkee,,,
201109281712348122&i=,Monal Inn,Pangot,,,
201503161128521288&i=,Camp Seema,Seema,,,
201205251758173944&i=,God's Own Country Ayurveda Resort,KovalamandPoovar,,,
200706261300141725&i=,Abad Harmonia-Ayurveda Beach Resort,KovalamandPoovar,,,
201510152033257098&i=,Ivy Residencia,Guwahati,,,
201409191901359087&i=,Krishna Regencey,Guruvayoor,,,
201409011204506156&i=,Motel Polaris,Roorkee,,,
201601181810436832&i=,Rosary Hotel,Haridwar,,,
2015121813030522&i=,Aquaserene Houseboat,Kumarakom,,,
201112031547031889&i=,Hotel Priya,Bhubaneshwar,,,
200912181718428528&i=,MGM Beach Resort,Mahabalipuram,,,
201405111440455709&i=,North Star Residency,Dehradun,,,
201509161331385990&i=,Hotel Shiwalik Regency,Shimla,,,
201411091109047465&i=,Backwater Hermitage,KovalamandPoovar,,,
201502021642173220&i=,The Mourya Inn,Kurnool,,,
201501291625383221&i=,Spoonbill,Bharatpur,,,
201403051409056103&i=,Hotel Urmee,Bhubaneshwar,,,
200707061301361991&i=,Lake Palace Kumarakom,Kumarakom,,,
201102102029338891&i=,Esthell Village Resort,Mahabalipuram,,,
201105171438029372&i=,Hotel Park Resort,Bhubaneshwar,,,
201410271521037974&i=,Havelia Island Resort,KovalamandPoovar,,,
201408061854215778&i=,De Global Park,Lucknow,,,
200705171607362330&i=,Poovar Island Resort,KovalamandPoovar,,,
201402171534304388&i=,Hotel Global Inn,Lucknow,,,
200903210959096259&i=,Hotel AGC,WeekendGetawaysAroundPune,,,
201602161844404152&i=,Raichura Farm,SasanGir,,,
201412051826599644&i=,Star Palace hotel,Lucknow,,,
201510191749359787&i=,Hotel Park View Premium,Dehradun,,,
201012141508039570&i=,Gir Jungle Lodge,SasanGir,,,
201512041834564925&i=,Garden View Inn,Lucknow,,,
201411111424586124&i=,Hotel Royal Farmhouse,Bharatpur,,,
201412291657105527&i=,Hotel Saradhy,Pathanamthitta,,,
201408111457514607&i=,W567 Dehradoon,Dehradun,,,
201503021359126899&i=,Hotel Lake Shilloi,Dimapur,,,
201304081743211789&i=,Sunrise Inn,Lucknow,,,
201212291054261957&i=,Hotel New Spring View-49 Kms away from Shimla,Shimla,,,
201110111247291720&i=,JC Residency,Madurai,,,
20120909145619285&i=,Hotel Best Inn,Bhubaneshwar,,,
201409011814593105&i=,Dom Pedros Haven,WeekendGetawaysAroundPune,,,
201512281407181300&i=,Hotel Akhilesh Palace,Firozabad,,,
201412242115276358&i=,Dayara Resort,Uttarkashi,,,
201601201337354825&i=,Sri Srinivasa Lodge,Chittoor,,,
201411260908145242&i=,Hotel Mahesh Regency Rampur,Shimla,,,
201409250854343237&i=,The Idol Paradise,Bhubaneshwar,,,
201411101411177104&i=,Hotel Aryan,Roorkee,,,
201602121819202841&i=,Riverland Lovedale,Kumarakom,,,
201111211733034788&i=,Hotel Sheel,Shimla,,,
200804101138208058&i=,Hotel Sansar,Shimla,,,
20160118120015718&i=,Kanchan Guest House Dehradun,Dehradun,,,
201511261438326063&i=,Shiva Palace Hotel,Lucknow,,,
201111261756034295&i=,The Fern Gir Forest Resort,SasanGir,,,
201111211811198151&i=,Hotel Apsara,Shimla,,,
200709071358532692&i=,Hotel Lotus,Leh,,,
20141226143842228&i=,SAI RELAX RESIDENCY,Tirupati,,,
201302171336073390&i=,Good Luck Hotel,Shimla,,,
201601281722102829&i=,Riverland Harmony,Kumarakom,,,
201512231107028623&i=,Hotel Lucky Palace,Pipariya,,,
201512281804575160&i=,Bluepetal Riverland Houseboat,Kumarakom,,,
201410290913454573&i=,Hotel Ankur Resort,Madhopur,,,
201408141331065695&i=,Hotel Crossroad,Lucknow,,,
201412031352073443&i=,Zinnia Cottages,Pahalgam,,,
201511291119046349&i=,Hotel Balajee,Roorkee,,,
201508171527068442&i=,HOTEL HILLS PARK,Pathanamthitta,,,
201408130939267850&i=,Duke Hotel,Madurai,,,
201502191536532306&i=,Hotel Amber Palace,Dehradun,,,
201301081924395743&i=,Mavalli Beach Heritage Home - Murudeshwar,Murudeshwar,,,
201603301728324298&i=,Hotel Brown Palace,Pahalgam,,,
201106301859056183&i=,Shree Krishna Hotel,Tirupati,,,
200701201433048409&i=,The Centurion Hotel,WeekendGetawaysAroundPune,,,
201507161151551925&i=,Zip Rooms Tirupati,Tirupati,,,
201409161844448557&i=,Hotel Richi,Bhubaneshwar,,,
201409042328519696&i=,Adarsh Residency,Tirupati,,,
200912151939394843&i=,Z-Kamath Residency Adventure Resort,Raigad,,,
201407251538338088&i=,Park International Resort Kovalam,KovalamandPoovar,,,
200701231515263232&i=,Hotel Aketa,Dehradun,,,
201501211438419201&i=,Hotel Gokulam Park,Ashoknagar,,,
200807010951476137&i=,The O Hotel,WeekendGetawaysAroundPune,,,
20141123130108669&i=,Sree Nilayam Home Stay,KovalamandPoovar,,,
201502251307364339&i=,LUMBINIS GRAND HOTEL,Gulbarga,,,
201512221212068935&i=,Vikrant Palace,Malerkotla,,,
201512182112078811&i=,Hotel Sneh Ganga,Haridwar,,,
201512161816313644&i=,Riverville Homestay,Kumarakom,,,
201411031611189975&i=,Hotel Crown,Jharsuguda,,,
201601052323493770&i=,Neonz Recreation Club Resort,Anand,,,
200707050939383588&i=,Mohan Hotel,Lucknow,,,
20070223195054230&i=,Amrit Regency,Dehradun,,,
20151210153455995&i=,Backwater Retreat Houseboat,Kumarakom,,,
201003151151508339&i=,Hotel Paristaan Resorts,Pahalgam,,,
201410281230295009&i=,Green Valley Resort 175kms from Shimla,Shimla,,,
201602231437511834&i=,Anjam Smrithi Mandiram,Guruvayoor,,,
201203021204253938&i=,Hotel Shree Paramount,Junagarh,,,
201506301707473305&i=,Spark Service Apartment,Tirupati,,,
201405071451398301&i=,Hotel Regalia,Tirupati,,,
201601191735082034&i=,Hotel Sarvottam,Haridwar,,,
201203051200163778&i=,Golden Palace,Pahalgam,,,
201408081255456256&i=,Hotel Kaveri Mahal,Madurai,,,
201508201218028998&i=,Function Inn Hotels,Lucknow,,,
201207131434243020&i=,Niraamaya Retreats - Surya Samudra - Kovalam,KovalamandPoovar,,,
201601301229493135&i=,Paradise Plaza,Haridwar,,,
200904091256378363&i=,Hotel Shubham,Shimla,,,
